path,age_bin,gender,ethnicity,split
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42475.jpg,3,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3964.jpg,3,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48217.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39968.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50288.jpg,4,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35177.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40275.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51977.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26482.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82443.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21273.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66113.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71858.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70363.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84157.jpg,3,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1190.jpg,3,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36292.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\45486.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21671.jpg,2,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14592.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83205.jpg,2,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6823.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51421.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75597.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20152.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41751.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61297.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31065.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72174.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\52058.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18805.jpg,2,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53958.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14351.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8205.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69975.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16008.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46562.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15699.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48980.jpg,3,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38080.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\43393.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58830.jpg,2,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\29821.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59865.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84627.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77192.jpg,3,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5450.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56188.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18963.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60439.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37365.jpg,3,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63939.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73308.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32408.jpg,2,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76701.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8428.jpg,4,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11375.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57910.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24938.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40700.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9087.jpg,2,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69948.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38133.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75966.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11439.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48015.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70404.jpg,4,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82724.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31311.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\67802.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38730.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72613.jpg,2,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14347.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\957.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36938.jpg,3,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8759.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31500.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74857.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14622.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38490.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53972.jpg,2,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74887.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30146.jpg,1,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6604.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21465.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\77743.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21071.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28690.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31489.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84150.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74702.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83215.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36724.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38255.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\3948.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\15878.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16623.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19305.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27176.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22806.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30168.jpg,2,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50933.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6994.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73453.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1964.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50116.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57718.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\6833.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\72760.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\57119.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60823.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59247.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56994.jpg,3,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59721.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79627.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8951.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\86355.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\606.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83610.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44429.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74467.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61686.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80453.jpg,2,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28668.jpg,1,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\58629.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79421.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66474.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27808.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30569.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24337.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1582.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\86152.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37947.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47332.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83416.jpg,3,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36084.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70987.jpg,2,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\765.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47455.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69354.jpg,4,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84757.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12866.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59326.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47690.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82518.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\42300.jpg,3,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23104.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\25615.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\14231.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\56377.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84354.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\40702.jpg,3,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12052.jpg,4,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27602.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81558.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84630.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79622.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24333.jpg,1,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48411.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80269.jpg,3,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22752.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70765.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54401.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47119.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21880.jpg,3,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\71290.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\22387.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62760.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\75544.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\27376.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83199.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82888.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78909.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19920.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50665.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84631.jpg,3,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18435.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\41187.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\76894.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\86542.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\68138.jpg,2,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\81362.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73132.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55495.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28295.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28087.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44376.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11166.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\23276.jpg,1,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\10327.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18967.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5453.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7519.jpg,2,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13359.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\80685.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\63525.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78920.jpg,3,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2670.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\54038.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\64931.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31316.jpg,1,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\44362.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61334.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\53807.jpg,0,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\82278.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\60200.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2924.jpg,0,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28861.jpg,2,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\29761.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1023.jpg,1,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\70160.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\43185.jpg,3,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\73479.jpg,3,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84345.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\31476.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5132.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18431.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\12469.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\74261.jpg,1,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\46610.jpg,3,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7643.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\10736.jpg,1,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\36294.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\18624.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11003.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83166.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\29198.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\10285.jpg,4,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47877.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26322.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\83600.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\30347.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66114.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39798.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5287.jpg,3,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32144.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78306.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\2275.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\55131.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49094.jpg,4,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\35028.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59650.jpg,3,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\37164.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\7043.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48951.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62606.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\79609.jpg,0,1,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\62174.jpg,0,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\24444.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\4202.jpg,1,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26068.jpg,2,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\11766.jpg,0,0,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9068.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9118.jpg,2,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\69027.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\29993.jpg,2,0,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\5520.jpg,1,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\78922.jpg,1,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\28478.jpg,0,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61452.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\29028.jpg,1,1,0,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20988.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\21070.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\49696.jpg,3,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\50467.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\84209.jpg,2,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\1596.jpg,0,1,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\34682.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\39638.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\66672.jpg,2,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\32768.jpg,1,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\38047.jpg,4,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59246.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\68670.jpg,1,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\51394.jpg,0,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\59126.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\26695.jpg,0,0,4,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\994.jpg,2,0,1,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47730.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16179.jpg,0,0,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\47899.jpg,1,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\64313.jpg,3,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\20425.jpg,0,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\19288.jpg,1,0,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\48830.jpg,0,0,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\13819.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\61486.jpg,0,1,6,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\8826.jpg,1,1,5,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\9481.jpg,0,1,2,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\16346.jpg,4,1,3,train
C:\Users\ilyes\Downloads\stylegan2_cond\FilteredFaces\85110.jpg,0,0,3,train
